TICKER_SYMBOL,REVENUE,COGS,PREPAYMENT,OTH_PAYABLE,C_INF_FR_FINAN_A,SURPLUS_RESER,C_FR_OTH_INVEST_A,T_NCA,OTH_NCA,MINORITY_GAIN,END_DATE_REP,RETAINED_EARNINGS,SELL_EXP,PUBLISH_DATE,T_LIAB,FOREX_EFFECTS,N_CE_BEG_BAL,C_PAID_FOR_DEBTS,C_INF_FR_INVEST_A,CIP,ADMIN_EXP
4733050,7972099523,6871091524,216178738.3,199532505.6,437898215.1,202676116,722075857,1589764764,7021261.82,29538780.72,7,529833009.5,504864720.5,7,2028835162,252057.03,1741742294,399098855.9,1688711547,9950518.12,320649597.9
1599197,432588135,251104793.9,3536637.25,140337743.6,1226891506,51772203.46,196996750.6,1949642732,80414603.22,8423861.45,7,414117879.5,7654010.81,7,1515145870,786473.96,314019672,1254249200,143881450.5,99412184.46,61367868.51
2815285,3237263431,2494216926,227123075.9,23790118.52,680804286.4,156351291.3,152027031.9,1690645266,35409409.95,83580703.65,7,724447624.9,135329747.7,7,2243624536,2791064.95,776751983.4,694805000,29570708.05,3440002.83,357020546.4
2173560,10146008171,8261730338,132064994.9,221256940.8,1037335312,27977512.43,12705680000,2978026061,38208734.96,5945155.62,7,1885845382,503924867.3,7,5433177976,-1782005.35,1483675206,1705574464,12855948194,87008161.88,777404382.5
3075733,1439198672,1091091662,66880518.12,594831462.8,299488121.3,72294639.73,107490309.8,2242218754,12169445.23,-2632107.79,7,-794422653.6,74687598.5,7,2207752398,-1225144.47,211771996.9,331106661.8,294891.36,119348915.4,242757453.3
4680149,2025037869,1653318025,27517879.27,185026950.7,141198103,28016004.53,58178805.07,2019606153,11575000,7401509.77,7,-1066496846,94674557.96,7,1094255424,-52676.388,335182697.4,2732056.41,246369689.8,79125164.38,142293410.1
3177888,547908255.1,315921773.6,82671429.67,56395150,984149556,139985058.5,23468837.21,573218333,272000000,-3433619.93,7,1056977841,67990089,7,2661259813,212824.2,174377470.2,70000000,249161977.5,39459230.25,52942701.19
356074,25935405.44,11082766.94,15503427.13,9967473.068,54274285,19816927.1,3171428.28,76386716.16,28858031.65,364008.132,7,-339756246.1,5606474.47,7,9034580.29,97634.694,15364355.3,89219622.92,68870,488522.1,9772412.86
4825493,115683338.1,62302315.08,20676477.39,9967473.068,23700000,4855407.8,7921651.3,206097432.2,25879640.45,6787802.77,7,-310255363.4,10835558.56,7,303148049.1,-11573.58,27190379.8,30510000,5051850.38,18617060.3,30133706.47
4241742,15985568.4,27856884.62,213713407.2,268572612.4,644734600,70877943.74,202974213.1,1974674365,917000000,3529263.614,7,-4174178484,4485298.32,7,2548985169,5.54,303625171.1,65912425.87,505900029.3,53794162.94,39628075.77
2488211,10853215610,9579646283,393310691.3,171456191,694961455.7,63136815.21,3554578300,4254735708,8127.69,-12589574.07,7,1713293975,216797379.2,7,2603379806,6793212.99,1063252713,316171818,3612988505,52967551.14,600014548.7
2215508,3418615326,2227322780,133439990.5,154635449.7,131656730,31947577.18,519452204.6,979283090.3,66791208.34,35657769.89,7,696158189.7,429595100.8,7,2704176436,2280616.24,1504261967,139100000,565343481.3,5066490.83,514337955.9
1727223,1617641301,628802383,46394318.56,62159751.6,279776756.3,67357092.57,19650000,1216282932,62038836,-3487995.48,7,866659406.9,299040471.5,7,721830243.7,-303938.8,423619381.6,22582396,20456426.03,269025123.7,241270227.7
3461548,500457531.7,339145479.7,12891139.18,30086901.81,166482860.1,52826525.31,35764434.43,806723085.1,28427272.72,-832838.97,7,8077729.1,167090714.7,7,483190137.7,394457.076,377320299.4,161500000,94645,296801365.3,29763149.58
4724372,2138215904,1482247463,47445410.34,90145371.59,331098894.8,34842227.64,352292374.1,1249668489,628337.6,1960462.34,7,446108341.3,8533547.4,7,1582296693,348785.94,1726912095,492011326.2,629048552.9,43676455.35,314627190.4
3827071,2509080051,1542979390,19894433.38,77669811.44,325437594.3,49174739.26,48956444.72,253982864.9,21674768.8,-303490.32,7,413491153.3,693709345.8,7,1213922052,16092.3,468618704.4,141900000,639600,6448943.9,150917253.7
2915377,6035553541,4805039755,1591598575,314666767.8,675334924.2,63942161.85,11957615.03,2600593693,32652782.1,26546646.64,7,824805709.9,718500480.8,7,3925903247,-698610.48,1449724971,707979645.8,1092002049,22641.51,253658496.6
4431385,3501991589,3240425477,13866337.1,179916138.6,642112000,88888916.7,245920306.9,2474585119,70730141.55,-26562351.31,7,663567039.8,19808679.35,7,1601461633,282888.66,1212582203,670000000,968706529.8,81331348.08,202852235.8
266963,40063156.98,20959864.49,16750879.92,28987594.95,4000000,21782888.7,7059586.61,429875904.5,22682353.72,-182.47,7,-780602371.5,26474066.19,7,863556657.2,282.93,17722544.66,4000000,7170236.61,12467822.03,38287712.94
576975,3500707870,3131447128,36392537.76,741314445,1163188400,641940426.9,37723009.79,13214937904,132806646.9,-45614072.06,7,3219141903,197636385.8,7,8281247270,348043.13,560607627.6,1843389230,1141193404,761950759.3,319194969.2
1473418,2435788143,1532016534,67706899.57,199558493,1389400000,48390388.34,0,5047881347,343115826.4,12570712.99,7,1054882088,114550697.7,7,7101252824,1826438.07,1161945176,1994087500,245708725.9,174102491.3,230176535
4454784,1254140162,657774603.9,310726576.3,92113171.25,2672768311,149310013.3,2056041973,8956889254,152385937.2,-8248094.89,7,392508940.7,323940055.6,7,5711819475,-35144044.97,1083623014,3784153691,2923917417,1516253715,178926096.4
1302024,3162631427,2702268670,79844518.61,390358372.8,364966234.5,104445528.3,10000,1968966423,1196581.19,52057910.94,7,-205526510.8,28995362.4,7,1584968043,-8.33,678057434.7,500518237.1,443562.48,48177.65,224074763.7
2629766,7077023065,5281171186,865466636.3,792810867.5,3912213588,252115873.4,424556320.5,14063495269,19739516.88,189370764.3,7,2302726580,482360975.8,7,10121405158,1567200.53,2604179911,6478275479,2294113827,403768106.6,1166849102
3850805,3303367428,2529217334,91147857.8,134290503.1,875360000,84630456.16,152027031.9,706367865.6,23385768.83,24300001.78,7,430211270.5,198656918.1,7,2187260952,107110.67,1082867837,590625391.4,26299616.42,177407556.9,439683485
4357417,824623140.4,589025448,39070060.48,238808731.1,145143265.5,47794601.5,130000000,1155399144,40023987.16,-2165282.96,7,-3118099493,21044970.44,7,1285943026,82399.02,423508014.8,155804809.1,130131585.3,20063261.3,183925249.2
1585892,5631027316,3743397556,61821706.69,147471096.7,1767250157,152516890.6,1824039.74,4499627520,2739677.46,31553093.33,7,2918381048,244372719.5,7,5935135657,1384526.31,2545656112,974666666.7,924931139.4,121468656.6,1157591435
3964961,20143339040,17498526420,604780566.8,1018303261,9036367758,252334993.5,517461431,19956947311,622240308.6,35849392.07,7,3835854188,827641755.4,7,14095269265,-4473486.4,4498314569,6747867659,1237436530,1015452606,1204328048
4966495,12135948051,6649604128,867147461.4,193987602.8,174441030.8,269230308.6,10593305239,7176450946,623249390,-20197579.02,7,14552831172,2256255904,7,4680727668,-3428516.85,3657673936,107252129.4,10790319710,6870330.14,724043587.5
4245257,1565208559,546769668.2,9826411.07,30641415.65,85154406.54,248167520.7,83614720.14,836950434.7,20626548.94,-5300448.58,7,1224283502,233938768.7,7,323871865.5,6565.52,1093035337,110922793.6,165660100.4,97220739.2,500131759.3
3441285,8849012664,6395395190,650824378.1,178951332.8,2689342321,685340108.4,330344.91,2258446688,99800,-5959309.35,7,3564262389,343855697.9,7,7236031266,843809.11,1763956348,1817239328,503677.39,59109719.7,1116772719
4621112,15326699.97,7712952.04,8725120.6,9967473.068,13200033.57,38257186.79,23892269.62,245251600,26180375.11,-513030.13,7,-586872760.5,421981,7,574814626.4,230.71,3705928.35,10121.25,23892269.62,9539569.144,5136541.31
175529,524079679.2,234513213,16082157.17,39937342.61,161000000,99020696.89,2107872444,1662400052,14447453.2,-929948.96,7,786035460.3,38740642.9,7,1057063527,0.87,497231207.2,497040000,2108113625,8820800.28,163861065.7
3884409,357124795.3,240517743.6,5539195.28,10301518.93,49608762.1,51305803.28,18980.21,162113310.5,1612982.598,6067917.43,7,244352822.2,62688002.71,7,455456574.8,-22047.45,766575028.3,44153916.62,628458.06,56499171.65,42027316.16
2829042,2165233248,1815365710,53935075.6,95478150.95,628296894,62250337.19,18486070.63,608257723.9,1573220.71,-825311.08,7,-246321518.7,207811100.2,7,880684449.6,-81927.94,316061353.7,728750000,1697137060,39094273.96,97300896.14
2593355,860290535.4,201502449.4,7332181.91,5446188.148,407502211.6,25121194.5,20777124.44,388810970.4,208000,1439350.4,7,283585969.7,448330775.2,7,232872630.5,-53229.23,322749466.6,30607316.24,62450,45599825.47,88902047.89
1471977,595595888.1,351828909.7,99415938.85,215606847.1,70000000,55127713.34,70525272.39,1367038666,34743831.75,4132285.178,7,-2687273901,14117586.61,7,1802492879,1046703.01,106591826.2,70400000,6060000,41911604.43,66823217.77
4797668,5581329848,5103399531,637482175.8,358815544.9,4174248,143818882.5,19782228.89,382052618.7,109655489.6,31886437.58,7,687811284,12233824.55,7,2912113237,7308562.81,962416568.8,669187024.6,1155944805,4059089.44,394069645.3
3984945,3200696562,2556326467,263612167,182698265.6,767409690.8,144016876.6,13092306.88,3220422350,2599112.5,8207299.83,7,1022839879,268662315.2,7,1777024714,-2539180.55,389695306.2,922032550.6,320483202.2,62223112.11,426498387.8
4733835,3906848236,2402698452,229302915.7,132941226.7,150000000,173524680.3,7213315.85,1474073187,1886792.26,24066.53,7,2940625318,118640571.6,7,626087891.3,109334.95,1189754162,120360000,5185506765,97175700.53,123745939.1
3011138,14032624159,12519111917,136217204.5,128049908.8,2830902541,130990534.7,130302543.4,5114380719,50926100.39,1284873.53,7,44305866.82,504814304.8,7,5187256339,-3049664.24,2084553485,3832296731,693912854,86061560.42,534680610.8
2973606,172435657.5,94115977.02,19459325.96,27341547.73,1010000,43343797.22,561030184.2,585560793.5,9568230.302,-3843141,7,330366385.2,25570593.45,7,113541256.7,300052.92,180444344.2,24197813.79,1446838325,63930477.2,65365567.41
2401531,3662540116,2067920205,61756071.44,375406923.6,87342830.51,77227700.23,395447426.9,4259476106,65500000,97158746.97,7,3048666429,316596455.8,7,1585472621,40194283.16,5758940106,499403951.2,1591934735,125554516.8,1065262120
1479284,3220501921,2226712531,406623575.6,94580984.65,4428925334,70824673.48,20492582.7,5526321890,750295229.4,-122209.66,7,3391410439,337030752.8,7,3980212127,16534090.1,605165994.1,3108028927,502566023.1,75449692.64,747478885.7
4537462,230920072.8,174447472.7,33724000.59,24957924.22,89290000,23326052.58,7720080.404,402440992.2,1239880.79,-7325633.99,7,-943654738.2,17927650.39,7,492013368.6,-12200.15,97687824.23,46937602.45,33781463.05,6296768.33,80528917.94
730636,918153080.2,748546559.7,8251696.83,24722451.35,137879256.6,29604517.13,248915224.9,546167701,7463921,-11676826.73,7,-137695541.8,17396920.03,7,997598925.5,15581.42,448514556.4,115227666.8,44796274.82,22793994.33,154452963.2
1984414,678617407.9,445696990.1,3090605.07,113818732.1,173405620.8,318880669.9,1765046270,1889746588,27540418.31,-523795.19,7,1213169402,139371697.7,7,508851697.6,1137788.464,198685373.1,314989811.6,4032859456,165087092.5,137543279.9
3344042,71833668500,67859610644,2796119263,769439796,58647222219,246015673,126982469,8680479657,350477059.7,-70773048,7,1688417723,521215108,7,33475931615,-6253089,1795692150,40306629503,240485339,622023533,1968117002
3400005,1566318941,650326802.7,1195791.2,73583035.63,400485771.6,155893906.6,1069823449,1094701920,978816.55,-5373345.57,7,487672361,673405624.3,7,423398286.6,1383956.146,991631262.7,510204327.8,1112603415,15059765.98,205405762.5
4858120,21274024.79,19186827.75,6376802.31,9967473.068,56560945.52,7756611.85,5788968.186,43417165.24,1250350.584,3413140.768,7,-2028546292,396945.42,7,97100554.54,-66947.79,29478455.04,41300000,6690448.39,9496523.924,45319727.17
1026974,2440761431,231362489.9,27779850.28,89331262.36,300207679.3,232272925.5,6283013455,4595103391,659916924.7,10749816.21,7,3811703538,762652109.1,7,1198923251,-16866565.28,3456946686,1146570334,6601867431,112779860.3,447283597
3511485,313536278.8,224806756.2,445845765.5,497277618.5,1336810366,93161182.2,118109664,813477551.5,6015000,3847768.77,7,-12513628564,1881377.87,7,12875029679,85477.54,96301432.84,1332975274,122538314.8,70995973.05,108408433.2
1576843,7091068231,5199325556,137590003,203585884.2,622192001.9,90892280.23,9422727.898,6810159048,8200744,2349652.05,7,1965197894,639974133,7,2207861262,311456.91,789285305.7,740584808.4,97326344.09,2498299.73,856527416.4
771929,10078688920,5440459541,144944407.8,642400581.3,3764036537,150907535.4,42782386.33,8670897072,5718054.55,123894610.9,7,2866600688,1780156059,7,8366000083,862325.7,2206705652,876565863.8,164765299.4,135596585.6,2346252541
307111,1521389257,1259430703,7671374.33,31111150.14,570919604.8,72399889.58,10804529.56,362150494.3,11936758.7,3886815.63,7,438002152.7,35070579.53,7,653836402.3,12468.53,796024833.1,146769135.7,10832144.84,408084.74,125330198.4
1182264,432752748.8,294135915.9,11399062.74,24355133.22,195245000,19602961.52,1205704056,997193534.5,4514185,-100251.34,7,-154290478.7,45705712.02,7,399361834.4,-49038.13,169814227.7,160000000,1244210037,13157073.64,81351114.97
3374812,1698613797,1103830294,13034062.03,197256285.5,96703729.93,295371086.6,969401777.8,2152031119,22110480.05,-2983490.39,7,1515981032,133259815.5,7,1079725202,31453.15,989453930.9,151723296.2,1717456658,189822817.9,327095089.8
1313450,2245986474,2094709864,84423527.39,268289175.4,461716327.7,57325565.03,546000000,678196373.9,21610085.8,-3635594.67,7,-3490774910,107145969.2,7,1279084054,410382.68,155686093.8,506224045.5,551773104.9,11754794.95,212684356.4
1248563,342509091.7,227275019.2,30177177.74,30425826.61,39995000,67955793.62,1480000,1018350362,19204180.17,5143307.92,7,271889187.3,12826880.71,7,263320169.2,-20.97,287606929.3,10700000,4210483.61,26563378.78,59229377.87
1379943,1239736356,660240643.7,77573000.04,53847263.26,1400000,64922705.84,210695709.8,1675201797,171808352.1,-567813.05,7,-594532801.2,208384544.9,7,550412109.8,188383.4,456420042,123247122.1,215773507.1,35278658.19,330355588.1
1431266,2103759988,1419198765,98628366.95,78911146.61,1050000,55640199.9,270329810,1866933945,62456675.83,3191612.79,7,1065739549,248574586.2,7,1353984944,1491057.358,1931298590,250000000,3838,1176786119,332724192.1
4433656,3101650196,2099480028,69227800.36,155610901.5,324560000,72495704.44,20725084.46,1206971537,63345884.5,537569.4,7,14922706.3,99048384.11,7,1842123041,2630246.1,771946600.9,284705900,2225316277,100488389.4,736821424.1
2284531,2755676412,1815273031,19773560.87,153017412.7,909921250,52453384.03,8720000,3026762080,4906606.12,3609379.93,7,954996455,252496743.4,7,2536416499,-80918.61,756761321.5,664870043.8,101256316.7,1895510.36,301972522.4
4887547,93083737.22,53358098.91,6634701.49,9967473.068,16100000,34655116.25,6920225.304,32215030.65,601889.7,-369195.4,7,-1171712685,29080029.26,7,77747208.1,72112.486,36621073.72,100000,12500,9498356.79,28282543.88
1865766,11825098016,10021300687,1024517544,569029811.6,10745071940,216351763.2,842500000,6534159789,29384154.22,66333380.24,7,1674376400,527813413.4,7,12744208123,79936920.38,1370884577,10016906047,1492849479,623003682.5,1018352856
2826859,978005673.3,233830734.5,10219181.12,70210863.31,65000000,117500000,713414319.6,1272684785,2184588.06,-2032338.82,7,370955651.6,453212335.7,7,897723044.1,3549030.4,889992464.3,65000000,1377868306,360762471.4,201629339.3
3137668,4201004151,3062448724,144376055.2,283625137.3,771826747.6,40173383.41,43110159.5,1533145214,6878558.67,121566258.3,7,98416029.45,302637805.7,7,2182527409,389288.17,233804576.9,214219264.9,74953095.98,49291731.86,569369628.1
847338,1002528183,409571515.2,8871781.21,135814244,330000000,135232165.3,206499430.8,2369471911,12704402.12,-275820.72,7,868023094.1,109683732.3,7,760656748.4,90267.26,496193647.5,400000000,232786979.8,196316789.6,210074709.2
532119,1459618235,995654923.8,66926621.08,90145371.59,60121200.65,65038876.06,148604284.9,968141356.8,5642344.37,7007261.52,7,660052573.4,51481843.71,7,966673952.9,-14110.24,859582723,27000000,701091080.5,59421559.82,216138893.2
2953909,1412635587,670754073.7,2999869.61,145869112.1,751571169,402433122.5,45000000,8165812300,150000,-10421657.29,7,4239919175,141427375.3,7,3053873467,-433941.21,427987070.6,1097680770,1577260915,193293391.7,117177185
2134524,1334906169,676225608.3,155601109.5,544671558,900000,49088595.24,30034998.65,4807557694,57431338.18,66310588.74,7,-6079680435,219215401.5,7,5512235292,-1799513.99,657013171.3,509325467,550488587.9,54950642.5,519464571.5
312872,286797711,922490096.7,80414382.12,361878168.7,800116691.8,22605403.17,93600022.86,12478170032,1978077034,-8373789.882,7,-3323654282,41217742.59,7,11717369589,-53046.75,21697430.81,458285559.8,93936422.86,6807201076,140900579.6
193197,7062735038,5331098447,382096753.6,319396398.6,2479292305,180503194.1,2465656.824,2779084365,71652.78,4482658.31,7,1537965272,190330323.8,7,7233032733,697256.77,1661272152,1230396026,2725884.53,4026716.05,1065103234
3527209,8722189768,6019049889,240060213.1,222443506.7,797382100.4,85734878.92,17473854.65,6256677353,19951500,59437895.18,7,3125449117,915704261.4,7,6905612728,346449.21,2262634692,523230746.2,2598638898,112158310.1,1022437117
4237323,3393523149,2381355610,21092204.39,137902450.2,27274868.54,60029657.45,41590000,1338923412,39903013.69,14049170.55,7,1850877852,264997410,7,1550532748,-13847.22,118928583.6,395377530,74221543.74,39846795.23,251945226.5
2365348,11535693014,9793810290,613504695.3,75708355.34,1850563170,171592134.3,18670000,3660271024,42148666.45,32954933.51,7,1985493591,534858902.2,7,3146360690,89369.82,693674486.9,2094639000,2055851701,134541435.4,517009020.7
2678691,1203712102,933377549.1,303970028.1,76373929.79,886706308.1,68051431.44,36145655.23,207039683.6,66974442.82,6239937.64,7,539697593.2,28138530.74,7,2345603308,-161487.86,969152090.3,391768157.6,51500,11746018.74,137598046.8
4455691,2309742644,723541554.7,36740507.6,329226265.9,252567861.8,109115366.3,101339833.3,6327013792,136529286,-32709321.22,7,1879908757,119730779.3,7,1064257823,534610.89,2081799752,48808900,3033855134,120156971.9,1588336906
3378804,3464151445,370663221,30587609.37,150615173.8,1176479641,365525676.1,690549315.2,3216861325,191482065.7,19506756.1,7,1343920453,1102479253,7,2818223533,-4570285.87,2210156066,1265193452,707821745,56935623.26,1788869446
4734851,289441370.2,204868183.1,47597816.45,9967473.068,2395000,27388843.16,7069041.09,114676691.8,26089640.45,10743619.85,7,-396975642.7,18255639,7,278208612.9,87240.574,165358323,101196111.8,72524334.9,13190615.04,38753918.59
921930,2205852549,1512198214,116088026.5,171451098.2,1088325368,107238825.6,873500000,2094314798,58371192.17,-391964.38,7,700952664,295780131.7,7,3553530207,-13328.6,820062796.8,1003644483,1258600626,421605668.1,211466425.1
2640939,803702809.3,246482669.6,162436606,337790584.1,421823031,136678522.2,337563818.7,4020495494,200671477.8,264691.73,7,992832874.7,52863643.7,7,889657797.6,-1275172.89,83315170.67,406179508.1,111906124.8,166449929.3,192142793.7
2060997,706276406.5,502936772.3,9828690.73,24355133.22,125539375,42042378.38,3100000,876561805.5,35592000.44,-39389537.83,7,-104196134.1,108457732.7,7,341749509.1,745375.78,328748267.5,150710746,701769072.3,541328.88,253698311
4169058,3089495530,1056911588,32168973.1,103401137.8,1191403859,60634293.59,712700000,1765822692,172952193,-6407723.73,7,2398382431,697174247.1,7,2528386898,-426606.35,529427637.5,395925398.9,734692550.9,1629484.47,754579143.4
1181732,66356241.8,44977374.38,12608479.94,9967473.068,213000000,23370322.29,61800,249031258.8,23668319.11,-25388.49,7,-1022119753,5932315.8,7,174786035.5,-19234.18,14595708.5,214000000,210061800,9498356.79,31519487.34
1522220,2635026001,2395097345,17651496.57,131527975.1,1116717584,27337517.34,39387741.86,532095746.9,2149395.76,7826680.69,7,-357957362.6,73371971.31,7,1139658907,-628493.15,201145827.5,1251843998,188500755.8,58040035.37,202328200.4
1115066,461852034.2,258992435.2,18245514.32,145367856.3,422630000,35306384.04,79127386.82,1501394892,24226337.4,-20777.22,7,-978790220.9,36001753.21,7,1793468847,-423113.47,48284267.53,379779380.9,14844211.35,57241518.85,64299162.82
1253643,1013565798,445169991.1,33084343.28,76724923.49,10799745.95,97377717.62,859730000,1816061509,41445039.55,8097117.46,7,309431115.5,176741431,7,559763245.7,2629599.57,615424871.3,203427732.6,869153942.9,1428072.55,294596046.3
959771,631007773.4,467540688.3,32577251.07,22206512.3,10190000,83445517.27,515737586.8,231757362.9,16026418,1958903.92,7,491320619,26705613.03,7,315655969.6,2457414.38,700891216.6,3300000,1060613231,346013.01,69721103.29
316520,727322833.4,456312306,13728731.03,52901768.43,1077092828,71463402.2,1149560377,846798711.9,227559.63,3885542.84,7,428572874.1,40293457.57,7,1210569294,1608780.45,244109281.2,1006092828,1763802837,326713347.8,196644195.9
805219,1262451044,817057056.6,134618543.7,90056669.1,175129652.7,33579171.66,187160.21,2320365939,14290000,23485679.89,7,38459731.31,59161897.62,7,734542220.2,-623938.39,792219178.5,213729673.1,910508711.8,42839078.98,220245566.3
3352332,6226206734,5103203858,143964472.5,314666767.8,1893036549,94323006.34,11439188.38,1050101062,65172880.32,14531767.69,7,793566531.9,232600343.1,7,5508793121,1128210.77,1273214865,1597759764,-285302,37825644.9,569896108.7
2732360,13227135967,1776066319,661089054.7,222443506.7,0,227390965.9,3794473059,3790115291,270895599,302070765,7,4711093896,7737205528,7,2851551252,7585388.42,1515740345,398599165.7,4584256828,797245599.8,1042245463
2337954,2571433260,433683522.6,41413536.94,230992687.4,390262064.6,183217244.2,1297960803,4822132522,60644616.98,34190152.87,7,4007875436,410897400,7,1875427912,2991976.67,4941827813,533048.35,2412205500,47502761.24,1043997867
4049572,10779197063,9280060580,2961656883,961956387.4,12820642634,76966629.2,0,6455243415,79663378.28,96448383.78,7,525309893.4,67563387.94,7,27327116587,-1019145.53,910004480.3,9646008205,25135572.94,1474483313,356837989.3
4933549,14689715624,7161076190,238866271.8,968316635.8,4039590000,187790079.7,41131787.01,23508527555,781975854.8,450116376.1,7,5167711606,2202181259,7,7490362527,23667374.64,5765985411,1697160035,3345306917,43430435.5,2182086768
1037368,1736595928,603491637,6735904.23,158671462.5,814991633.3,19777534.71,15040708.19,2147524086,141498648.7,98050923.98,7,938228141.1,340799979.1,7,1449786737,198020.54,262504318.1,528550000,628007258.2,36499931.16,225475997.4
1579084,1164191665,622240393.8,12520762.19,49976583.94,432018240.1,118004149.7,25000000,976378904.1,7416361.28,262207.59,7,377202276.7,216990882.6,7,628942355.8,139729.73,1237977445,326416584.7,28000121.39,233880094.9,198240359.3
1388319,553665412.1,200162576.5,26721858,27560462.56,99190000,24402707.78,61555028.85,1072953686,200000000,-871301.18,7,-1104415977,107934518.9,7,177877683.6,-597.69,1488692729,40000000,460212986,6682996.986,148953470.8
3237558,8039021279,3141659836,541877278.5,287236395.6,2082536525,180653075.6,20137909.53,6497284926,134939865,-55641596.72,7,5678149142,1145015413,7,6500647724,13565685.42,3851850936,2167389927,4388509079,47551486.42,2189008098
1524574,3256586982,2725152000,169593618.8,156167945.8,210000000,68171610.83,264613465.1,1757559967,3000000,-867208.89,7,-813947321.7,108021659.4,7,1074859071,844211.84,775129866.3,589000000,526802552.9,1677566.26,320351002.4
664921,3687645967,2877344969,24680167.06,162721314.2,1056226640,71401387.78,19372031.9,1265929369,34860650.12,4143029.68,7,1123273947,108150450.2,7,1383895749,19083239.42,1246936260,610922000,32149098.86,4881360.14,431899497.5
1209362,4179774407,3515281008,211068664.1,665890016.4,1359259540,31885487.09,274625.82,1701516745,6419169.33,18004368.83,7,-642117887.6,115623668.7,7,2476860198,474496.83,305228097.6,729536355.8,74221149.98,67260331.95,265577521.1
2070248,1672394416,1435370593,11153866.83,97923471.79,177392342.5,69662109.41,767323322.1,937919747.3,16421638.18,-1180448.5,7,65826227.25,56825467.63,7,903366583.3,1304.7,328634428.6,422150984.6,6578015609,60760231.72,237296431.5
1887598,1066074423,665527253.2,6800587.86,67922962.6,309530727.6,62152834.15,4336222.23,1045903505,20196045.86,-1381781.05,7,508393860,82400204.26,7,416409510,82053.002,228685420.9,168000000,1960049409,10510133.81,148576005.3
3945667,3680544587,2929808596,797254290.4,846098791.7,450158000,979290197.6,441579524.6,13422324020,1295332529,6105289.39,7,1803007111,2086448326,7,30861813590,402293.71,12468205556,592960000,3715188.48,1108169694,1416375259
2080655,12621711761,11391330172,1002780027,191134047.5,1398040952,63914667.79,1823106.77,2553726281,152559036.1,8768211.36,7,883916241.2,911966519.8,7,3224253495,5999456.2,921511153.7,1218535537,438198795.2,140149921.6,174440313.8
1362836,2997003821,2484537832,173049092.4,172502582.4,350000000,75695657.38,1189500000,1935515951,56903364.31,10503640.85,7,797119597.8,117168837.9,7,1412436457,1234352.972,812303001,410000000,1218198967,215079896,148645520.1
2728146,1164933485,750447496.9,93968839.28,394058406.8,1234283834,20863167.42,191378647.1,2401687468,687211921.5,-1181028.18,7,627384855.7,23654678.39,7,1385719565,-6499045.43,459029690.5,195559458,203879829.4,22658753.12,144839619.8
