TICKER_SYMBOL,ACT_PUBTIME,PUBLISH_DATE,END_DATE_REP,END_DATE,CASH_C_EQUIV,NOTES_RECEIV,AR,PREPAYMENT,OTH_RECEIV,INVENTORIES,OTH_CA,T_CA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,FIXED_ASSETS,CIP,INTAN_ASSETS,LT_AMOR_EXP,DEFER_TAX_ASSETS,OTH_NCA,T_NCA,T_ASSETS,ST_BORR,NOTES_PAYABLE,AP,ADVANCE_RECEIPTS,PAYROLL_PAYABLE,TAXES_PAYABLE,INT_PAYABLE,OTH_PAYABLE,NCL_WITHIN_1Y,T_CL,LT_BORR,DEFER_REVENUE,DEFER_TAX_LIAB,T_NCL,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,C_PAID_OTH_FINAN_A,N_CF_FR_INVEST_A,C_FR_BORR,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_FR_OTH_FINAN_A,C_INF_FR_INVEST_A,C_PAID_G_S,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_FR_SALE_G_S,REFUND_OF_TAX,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_DIV_PROF_INT,C_FR_OTH_INVEST_A,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,ADMIN_EXP,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,NCA_DISPLOSS,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,T_COMPR_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,FINAN_EXP,SELL_EXP,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,COMPR_INC_ATTR_M_S,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,T_COGS,FLAG
146743,3,3,2,1,1253431437,48535297.65,172626889.4,106968741.7,258158073.2,27478226.33,39773911.69,1907825092,3600245.3,764979495.2,2715458735,4717452406,110131010.2,2805669.88,16360203.14,375614395.7,8878269686,10786094778,1190000000,49017594.23,224548630.3,340537273.9,19560742.29,89248420.85,14397544.53,841974701.3,870302183.5,3650548527,4969743252,131322731.6,87500,5435920329,9086468857,563037466,793.79,154740787.5,595540983.4,1158579243,541046678.6,1699625922,10786094778,432706268.5,-2731960613,3860000000,713839041.2,194630000,268239100,801500000,75296014.86,3919334730,95542694.14,146478381.9,4888992946,4880467.798,4918247196,25984635.07,343490905.7,-660434.78,118496124.3,278811254,48092034.89,4204408155,29254250.22,2807256628,1783000000,1219344.9,2361612478,860791987.7,1204282893,2496228612,4856130000,71034607.17,2494517522,127192666.6,23734244.28,4393409221,4393409221,419102740.3,1125230.77,431443030.5,3135736.91,308403179.1,309998488.9,308403179.1,23974576.85,171666759.6,236896442.5,3437819086,309998488.9,9230074.96,34702536.27,1595309.77,109104251.4,22362246.09,1595309.77,3985940767,0
166884,3,3,2,1,1580472914,141961661.2,718339956.4,327526058.6,656711030.2,4145424996,141934162.7,7717202973,32982759.37,55754213.36,5557538737,115930014.3,298543739.1,9001123.15,2107845.54,42356628.47,6135791119,13852994092,5173730000,10000000,991895290.5,1574025539,268172898.7,-490122217.4,11876995.32,967209585,305642849.8,8532750991,258608248.3,67509201.66,27405945.83,328674126.5,8861425118,1777679909,2435753670,1131180399,-464910942.5,4884568554,107000419.9,4991568974,13852994092,243262849.8,-131144656.1,6331358757,1819510249,1677500,205504242.2,249250000,83328216.21,5940667506,1999877154,80000000,9283290030,57671161.62,10680539858,2300050,78086863.84,-72898.1,88775158.31,335477582.5,727997966.7,8861029609,1376231622,214472872.3,7613751656,1028166.21,-1610205831,1377927774,1456014638,214472872.3,6582286257,831709791.3,8192492088,1582001577,-24480.47,9388556006,9409513052,-506302762,14935704.2,-414330616.5,699544423.7,-376785088.8,-510482495.3,-376785088.8,2275569.53,309085406.5,285581319.8,6939418017,-510482495.3,8252993.84,176219156.8,-133697406.5,4179733.29,84247011.28,-133697406.5,9826119238,0
207834,3,3,2,1,53614936.68,10819129.52,3507489.43,1252764.93,3285472.08,47103035.25,34627146.3,119582827.9,72768643.4,19700890.94,53250768.69,6509547.02,48790246.74,3299468.762,4834619.06,1874079.06,183952442.3,303535270.2,25655603,21874396.8,5203739.81,730,608179.71,-7004025.56,40448.546,5435432.83,12067389.22,4244056.79,14280000,11886216.52,189160.26,10818000,15062056.79,147706873,223982201.2,34192504.86,-118991734.8,286889844.3,1583369.06,288473213.4,303535270.2,31247753.26,9233311.01,42289685.72,-50266.37,23079432.45,69300000,10825908.53,9523600,143945144.3,5524205.1,72413083.67,147525885.5,4861271.282,157825441.2,571524.306,-21236955.36,-452990.012,2594316.97,420000,16751136.7,157875707.6,10299555.7,290288.99,30000000,9523600,-30420000,74851892.04,53614936.68,290288.99,0,5812041.19,30420000,11760240.06,-994259.394,115107898.2,115107898.2,5104481.71,304088.65,-3352623.52,-821134.24,4791572.3,4088806.94,4791572.3,-228265.774,-305559.53,4506907.7,103313171.7,4088806.94,6896.05,356212.5,-702765.36,1015674.77,8813317.73,-702765.36,118460521.7,0
208480,5,5,4,1,740831659,40561500,2145075236,80814836.43,273477488.1,3389117280,101130496,8065742338,18378139.1,169947565,464137845.9,3224740.78,24102514.16,15968022.12,96597582.69,20552505.72,1354333994,9420076332,1096000000,156742000.6,3148278976,554217389.2,88838767.64,320757698.5,5721133.71,374231631.1,592181527.5,6337517232,137566439.8,20844554.76,87185105.99,776537392.3,7114054624,1711666040,-573423755.1,95378085.91,984269876.9,2302590504,3431204.02,2306021708,9420076332,46930690.28,-113856199,1967154314,736391598.8,376658834.2,88331678.49,159158892.7,2170179,4275988297,529600124.9,74297967.23,5650407363,5726671.646,6234572887,31469761.41,186851544.1,502879.71,217385572.6,152761049.2,63040543.77,5498181288,584165523.8,116026378,2865000000,2170179,-436186735.5,470724854,657576398.2,116026378,2581574314,475207294.2,3017761049,302380720.6,877429.392,7161339075,7161339075,364490584.7,680108.638,358399880.6,84674146.28,260872724.9,261410132.1,261243832.5,32104801.14,-38396951.07,21052313.12,6228796214,261781239.6,225485064.6,3053246.07,537407.17,102709345.1,9143950.24,537407.17,6802939195,0
213383,3,3,2,1,305288585.9,45763930.21,63122908.02,31734003.72,8924722.77,24022670.91,66380183.48,545237005,7004330.066,25262014.25,308485125.7,103380514.9,70864611.08,2049801.8,8756768.77,46283708.89,626531831.6,1171768837,51488284.67,16357633.1,97813391.27,1920973.57,5301673.91,16326461.78,1268936.764,19344574.25,17090000,140707074.8,22441903.12,16955968.71,7402999.06,31831909.39,172538984.2,1137299314,299324344.4,154109576.3,-609295459.2,999229852.5,34037541.09,999229852.5,1171768837,582955.62,-153318546.5,105296885,190986366.9,29000000,70604000,7596342.654,4259182.33,176577875.2,151683959.5,88860000,724256919.1,9030125.888,787948936,1245268.678,-122803335.2,721560.568,227959992.3,6888200,80280186.54,596962569,63692016.83,157577728.8,182000000,4259182.33,-160471155.6,427186542.7,304383207.6,157577728.8,29000000,40740742.02,189471155.6,54934689.24,884199.058,669689204.1,669689204.1,336756919.2,1292023.4,333923650.9,-1592235.47,281385063.7,281385063.7,281385063.7,1483982.084,2722329.02,3747337.12,265896612.8,281385063.7,10056820.53,1859513.25,3016841.92,55371855.56,4692781.6,3016841.92,335765553.2,0
215505,2,2,2,1,457603412.6,4866204.6,297843875.5,315806291.4,140928966.8,259222533.1,354000000,1830271284,0,315858891,819835165.4,681981633.5,67542186.44,4489986.98,218656.04,0,1895336174,3725607458,470000000,130097592.4,256820346.5,558815070.3,5455702.11,-49727838.14,4042052.946,249128786.6,186000000,1841402095,591957401.7,43473664.22,6365857.414,1231834848,3073236943,202939023.9,14438109.77,60721248.22,227163943.9,505262325.8,147108189.5,652370515.2,3725607458,570711585.4,-835700269.6,1079655197,15942120.56,76730000,1599655224,1155991961,1264889161,1660548182,343226032.7,1157990152,1903974912,470.8,2269274676,24432615.16,191941271.2,-838257.6,68190273.26,89599951.89,82466394.2,2253332556,365299293.2,2100589431,640366200.7,626102.18,1011699420,265662141.5,457603412.6,510581659.7,2312377158,181368067.8,1300677738,109420461.5,1908105.466,1846016370,1846016370,42809205.42,1147603.21,40211505.06,1570643.23,29562278.61,29562278.61,24567849.47,16427917.99,55492066.6,57195144.98,1595160602,29562278.61,3393864.71,2535924.4,-2132452.108,13246926.81,5133624.76,4994429.14,1822232783,0
222245,3,3,2,1,469874427.9,271193500,326343503.2,85963643.26,876280427.3,257040213.1,56249276.72,2287424049,2500000,62643600,3609900544,3491502758,1070100695,20429898.02,107951069.6,147433212.5,9421373954,11708798003,1910000000,390350000,1574366957,174744434.9,182600869.3,100430248.6,36547229.7,816431808.5,588575933.7,5185644581,1163000000,30031606.67,61270493.8,2976722703,8162367284,513747000,583915539.2,259850863,1241100382,2762549029,783881689.3,3546430719,11708798003,54837165.2,-1205944827,2313000000,-311335321.1,117631500,61857600,590952720.8,85045956.4,836530822.3,93367843.51,22170266.4,2173343921,14974972.05,2206235632,2549379.126,-239581851.2,26390.124,533937325,238096038.4,85040956.4,2517570954,32891711.92,1290990783,860000000,5000,1277698296,484432002.7,244850151.5,1229133183,2430631500,1053734963,1152933204,601365665.7,943508.248,2085651675,2085651675,54674743.02,984354.87,-863129980.4,136708537.3,45482150.34,4093561.99,45482150.34,2660923.926,172417874.6,109605335.1,1861493713,4093561.99,67297668.34,16831893.7,-41388588.35,50581181.03,934636617.1,-41388588.35,2948888794,0
243988,2,2,2,1,763113276.3,75387937.52,1385415240,48189856.23,207049602.9,3454589881,49046788.77,5934413371,7500000,583632379.9,148183387.9,310940479.6,17067113.86,58780657.4,29072082.53,28048553.58,1244474502,7178887873,929000000,164366914.9,1983422587,166536110.2,1722379.22,193705877.5,47457580.46,23121768.21,214908445.4,3509333217,183149722.8,12780199.07,7451057.644,981662890.4,4490996108,460800000,975322360.4,110875954.4,1051839612,2579707678,108184087.2,2687891765,7178887873,1960552.16,-154630627.9,1304000000,-166430879.7,61256465.5,57500000,153498970,55260878.48,1743047437,143171895.3,339194835.3,2458977815,517184.582,2496777409,20653765.2,224879101.6,-513382.02,194919322,117606226.5,251784201.2,2663208289,37799594.31,209891506.4,731579230.2,34607113.28,546453991.2,478287326.1,703166427.7,142391506.4,1397600000,582069634.7,851146008.8,264922158.5,53162447.41,4297297489,4297297489,498608549.6,348691.36,474978330.9,40166923.3,382146635.4,405495772.6,398757939.9,53162447.41,95051098.88,37327680.14,3293397269,422107077.1,144616475.4,2361852.56,23349137.17,76501472.55,25992071.22,23349137.17,3875481605,0
254635,3,3,2,1,4377311176,1800000,3266445752,1497883626,327650307,1603646410,1057135500,12137660809,804375445,6519512837,41524036240,3883361454,1201873048,324905,47041613,1667947551,55781058226,67918719035,9361000000,1523123018,2743864659,1084177,103287104,797347744,188370219,3430874713,2090742188,21601003072,15272003561,91677740,12303165,20725045111,42326048183,4375236655,4987698211,4203571276,5431387393,19054914050,6537756802,25592670852,67918719035,1461713458,-4000106200,23316688375,9709896440,42000000,530959407,23561861.44,924866872,20861528929,512782902,276780000,35787002398,12801467,35881225204,191064560,1563412639,27178275.54,3138147688,2531580207,423134254,26171328764,81421339,4924973072,26639970653,33888058,-4146377601,2813898537,4377311176,4394013665,25847368375,1658869245,29993745976,948320444,706492821,30830757337,30830757337,5580486562,52877956,5549494183,276281636,3110482185,4367312556,3086428618,741525840,1886866658,5835062,22684318308,4343258989,221166886,69895078,1256830371,1237227573,100887457,1256830371,26022788994,0
259952,3,3,2,1,1880641016,20000000,841396296.6,170353033.4,962672142.4,4913161336,96836790.92,8788263868,22600000,146745832.5,883992627.1,17556320.73,19051390.52,240260.35,63057086.69,146594398.8,1575121702,10363385569,910150000,126438235,2398313877,1185921452,2180782.03,298297688.8,11544198.6,654435346.7,710680589.3,6287308851,2536000000,27376467.79,87249435.57,2761416019,9048724870,634257784,542633392.2,136446656.9,-142380858,1178513929,136146770.6,1314660699,10363385569,130840900.5,71272876.7,3212650000,-421351814.4,385223230.6,109059225.9,210000000,214002682.9,4509596390,582424633.9,3167710.66,4502715168,4487310.446,5120211164,1632146.04,942391803.8,1681154.198,278560961.8,252541588.6,19104050.22,5541562979,617495996,142729806.2,2132020000,98776,1292470741,878480098.6,1820871902,142729806.2,3807873231,170980993.3,2515402489,92893449.4,841008.5,5071240682,5071240682,-400127818.2,190334.26,-414385628.8,742953628.5,-463842820.8,-466376707.2,-463812037.5,45403673.55,124895840.4,22341786.25,4338639518,-466345923.9,209305761.1,2146034.44,-2533886.4,66218105.77,16403845.07,-2533886.4,5531029984,0
267933,2,2,2,1,75002531.7,100000,85397326.69,7815331.44,27961054.64,548039661.5,17018090.59,744315906,12329710.32,3380226.53,104685284.3,17665138.77,235579.19,7607732.156,5387606.78,14654360.26,830523495.5,1574839401,170000000,5468634,257776527.2,165307644.9,8583419.13,35773993.35,326383.56,3176140.04,35775504.43,646587742.3,78028248.4,12052798.89,16478920.17,89334684.69,646587742.3,121200000,300996384.5,40203434.65,448287054.1,910686873.3,17564785.94,928251659.2,1574839401,331305.97,-13346259,171862106.9,-272179830.6,700000,52395199.92,48093101.22,703107.48,445401406.8,60087252.52,147134000,309865880.9,113297.58,337115131,1932456.812,-117279439.1,22817.55,37077983.14,2144861.12,693667.48,609294961.6,27135952.5,14049366.48,1862106.88,9440,168223832.9,189314176.5,72034737.41,14049366.48,172562106.9,66728319.12,4338273.97,76420052.62,16282.65,782009898.9,782009898.9,159177338.2,675204.95,148313622.5,9755257.86,139677956.6,136878723.9,139677956.6,16282.65,-9198811.76,25391248.03,515085047.4,136878723.9,16259764.92,1044353.85,-2799232.69,22298614.28,11908069.5,-2799232.69,633712559.1,0
