TICKER_SYMBOL,REVENUE,COGS,PREPAYMENT,OTH_PAYABLE,C_INF_FR_FINAN_A,SURPLUS_RESER,C_FR_OTH_INVEST_A,T_NCA,OTH_NCA,MINORITY_GAIN,END_DATE_REP,RETAINED_EARNINGS,SELL_EXP,PUBLISH_DATE,T_LIAB,PAYROLL_PAYABLE,MINORITY_INT,OTH_RECEIV,T_LIAB_EQUITY,ADVANCE_RECEIPTS,DEFER_TAX_LIAB,C_PAID_INVEST,TAXES_PAYABLE,FIXED_ASSETS
658128,18587094375,15753613288,294748006.3,1517717911,11112721731,156766508.2,88214195.62,35265444892,4069884120,56552671.13,7,1757062459,25252354.02,7,35593426971,987776069.5,900605562.9,361395725,47296911052,189950328.2,474968048.6,1400485082,787115736.2,7503220783
3155837,3168624609,862623729,36989586.52,2813858388,1160000000,501772214.3,416274106,2380468401,119952238.2,73459483.36,7,2730187913,109409749.3,7,6495901683,9814868.39,698315630.9,332944546,12141997908,1163992697,98840514.84,3806001000,358191070.4,816408831.1
805017,1222577955,1061916714,70005681.5,136632034.9,1465170000,332908397.6,1489600,1595650602,22882181.78,791985.89,7,706830892.5,5599305.43,7,1156769399,55208432.53,59719513.26,23930600.6,3219261721,126403549.7,7771398.072,118000000,21769273.77,1381675873
4229984,7213165826,4330461173,48826575.04,4691568695,8310185205,555239764.5,8952006314,5647597024,2242947158,-113609870.4,7,3746979862,409360381.4,7,37128755432,133034038.8,456590295.1,696882923.9,45141526985,12463184724,343802911.1,36141300,919506890.9,1124403485
2833572,11060172817,9454421012,1890518400,677145447.3,1359609451,254684635.7,76343335.66,4046749273,12348995.01,33328886.47,7,2902967516,409908000.6,7,9292062385,57385505.39,458444611.3,239626802.3,14746104215,565789544.5,488786.78,15436950,85486274.02,561983554.6
4134336,60025027202,26061189611,31127567614,66619709521,1.02E+11,4292981786,5036100786,81336766506,8642158130,2002244952,7,52167503537,1905716040,7,2.85E+11,1217049898,26356447938,24463597815,3.8E+11,62412381263,93662370.03,5521457497,8324463499,15898129134
3686461,593358498.3,340042525.7,50630.39,96142547.33,143867286,1023613523,27118543.99,9898272855,553013663.4,35007011.26,7,3368020586,2874144.74,7,2836765485,65001606.8,1079877991,207316078.9,11017213586,3620520.51,46651358.02,1302025629,16258962.3,2129157283
3939834,3806556336,2903812832,356541.08,1576600877,1370691749,989902061.4,1110736755,10838608326,205057621.8,11881741.78,7,6228026271,1117403.87,7,1942788712,167756015.8,16428483.32,5965396.28,14021814490,23414136.85,93706339.29,1995905037,84433350.64,7386545302
2448214,14665288591,11235358586,120937899.1,1280358520,7729824900,676633068.7,2073134846,4964045597,943096275.2,-2553446.43,7,3256087253,114618408.2,7,30652838931,403484330.7,69610644.39,696882923.9,40313371788,7966434671,322408817.5,749571025,1641214349,407262483.9
3695853,1567253301,1165572018,14747914.57,46591232.65,289885722.3,258105699.1,513592912.6,3504907632,38020076.67,-331557.66,7,1387712191,5016608.31,7,2470567978,85315577.46,121053671.9,129221723.5,5861642461,225971488.7,38915947.38,2660000,41511490.33,2321691249
4304617,2051105817,1496558100,42637054.03,429127926.6,277286897.7,200818334.3,9059145.03,4418811326,531751209.1,114591456.1,7,-1258656219,5597883.35,7,3024087627,36996387.72,700403001.5,120812806.2,7246179055,6943325.16,98400015.19,11886364863,12117882.24,2891962041
1610335,26184015959,15669976311,5652774150,11133597860,23074907458,1494464954,5300063073,51416072716,685266291.6,678788520.9,7,22598933743,921634378.4,7,1.23E+11,400483929.7,4270971201,6089006364,1.62E+11,14735999097,4063030289,771198359,5000303571,2501292869
2923338,5348283403,4542511784,227028157.9,217425888.7,1427440000,139973677.4,10000000,4434946216,50974017.17,70526584.44,7,377569059.7,299122038.4,7,3597320886,59022364.69,489973384.9,161681410.6,6509313976,689379949.2,40256682.12,284020900,29865709.33,1588179808
1626855,3593702457,2908447090,242696225.6,795434744.2,4113935575,149557894.2,83499787.17,4812949479,1242700,81190568.51,7,1471086387,331975807.1,7,8554029542,122593768.9,974209817.7,264204874.6,12130152124,4808345146,10028373.35,344144400,100713540.2,3274959150
274606,873661361.6,446989287.6,4406421.75,358551825,34500000,166261181.6,7500000,8490837751,101238790.4,-17596.22,7,965243599.4,3294843.63,7,3894518818,20180853.49,5627186.49,313058717.6,9269385281,142746424.7,444900956.8,290667028.8,255749874.9,2914238171
1200464,3057935584,1356412854,10894246.41,606160467.6,3756700000,910425068.9,231438878.1,14693604868,50909325.73,190957029.6,7,3877431845,39193832.03,7,7423948443,14822524.7,427170048.1,19412705.67,17674545341,15605094.69,238453976.3,1150523029,84257586.94,8925700474
1933289,425258692.4,297950048.8,15228885.92,14619518.44,215300000,40490020.8,52039011.92,2445074934,2781528.9,302949.06,7,286073394.3,22674213.23,7,1064741111,26740334.3,785896.32,19552809.61,2668026913,5742244.39,3557950,132626160.7,12619754.37,536633012.6
208480,23260476870,21102731625,329055166.8,1024804642,7869140440,392865501.3,497372024.4,10225478016,1062938016,199529200.6,7,3335901135,207409487.7,7,23809513817,62027065.6,2740063282,412371143.1,32061226493,3450181026,98320816.44,1719243780,194480828.3,908404398.5
561954,16318724.81,13544779.8,140338.51,32932256.25,150280050.7,6885074.86,377335390.9,106244383.3,19208034.08,-819134.4,7,-17085027.97,3813279.872,7,37019043.31,3219904.65,12412576.44,19552809.61,246871600.4,101300.58,2981640.33,64577525.07,2213295.49,21394096.58
3942923,515388115.3,479532525.3,11314975.85,166767620.5,746823839.6,77898985.76,177422643.2,1608340288,493629.59,-13937135.89,7,-20409590.01,6159964.46,7,1527945552,19804304.94,46102797.8,19552809.61,2621884518,179071315.2,3640863.13,94066279.15,3039365.5,534235570.8
2071418,3321817006,2793996261,44732432.92,197037434.3,3653666302,143691304.2,50114529.11,6931949443,29739847.91,25083946.05,7,1318570743,94977199.86,7,3596009057,76206758.24,467906110.5,40938308.18,9250908035,128273718.1,12178593.37,10500000,31000719.45,2950028521
3539361,865676635.1,496783758.1,1779179.48,238012471.7,946902480,159810457.2,1063517850,1281379579,35000,8115377.69,7,1064739526,27112458.78,7,2766620953,32495608.99,477709845.6,331337692.4,6501638277,366566025.1,29813033.72,221489920,58058686.9,672015118
775156,6662579241,3890372624,161927164.2,4691568695,9565986503,134960104.7,2129893094,2696464791,1801147084,-132932300.5,7,5092482315,380103208.5,7,33263766434,73055415.16,43975556.94,696882923.9,40012668956,18733745397,76865058.55,3356333561,577483312.7,24171645.95
1970382,792432040.1,694754967.8,24796242.57,92488239.08,325199802.4,292590381.4,433623688,358096747.9,11993151.86,1880714.536,7,-2813775003,6433784.34,7,213575539.9,53190769.25,95104437.83,12920797.28,622516373.5,9864380.05,6569633.512,43557812.44,6579326.61,352654027.2
1509538,3228593752,2516598897,7149456.37,43341156.55,5882491268,405463048.6,16340634.24,7150402588,20494502.57,23133093.54,7,2127093900,24942235.22,7,7009520818,50015317.6,535354802.8,231831165.7,11628177061,144602104.6,75010115.43,344162958,209092531.6,2992686143
4882971,22986765175,14181400497,279751593.3,1803266217,14074300491,474120748.3,1673839123,8564377304,874792929,245708487.5,7,9553160195,534713497.2,7,56304553839,20815910.75,2756492179,2159604620,69914862743,20814200822,3148316.76,147000000,3263147922,1617448635
254635,29360155150,24480703872,605314333,1818037732,15153940487,8245767593,176102770.5,64163058802,2753858988,660407857,7,5909128280,43788762,7,41282341757,242510538,8011444289,222419452.4,75472027123,432714,537385614,328162240,571377151,38555718718
870266,12577786698,8488968649,2149802997,9537247951,16068109941,758288264.4,857803808.2,46599437339,9530344175,42740885.96,7,8945561779,384339986.8,7,99077722771,189275474.9,3056069118,1213115999,1.2E+11,5141074726,90066585.26,37989813303,3015409074,3554352203
4889804,16092240913,14695824745,38803181.45,538086239.9,8015051963,1197225191,707995503.5,29230517771,2593325.62,285074603.5,7,4223799057,3624996.45,7,14659921876,48577784.76,4754477362,19952954.85,32899287783,47977539.67,835947390.1,2021840663,263713240.7,16517324306
2166469,1739717527,1013977543,29363139.81,124330513.8,2381839729,176003588.9,30668818.52,7711406956,173558641.6,13464025.59,7,859824582.5,3708710.76,7,4448018379,66647749.38,441718116.5,318107636.7,10883604607,109771369,37729016.22,28609515,49374397.49,3056573023
761905,8171198004,6976679033,168474731.4,332103445.2,2823059007,136274146.4,17589054.98,5447947097,92015762.61,75673005.64,7,1681019137,147071902.7,7,4250034044,40592869.78,743928306.3,135523678.8,9150860605,75180435.96,27498496.63,57806017,49701406.95,4013787280
1072558,287803668.3,110615260.4,1637613.36,103702735.8,347100052.8,126783838,230002058.8,1056497199,30516579.42,-9649987.17,7,602787247.2,21550650.38,7,605112886.4,22346860.54,-33767994.9,19552809.61,2278399862,312010942.3,6498924.578,380692379.5,23769997.17,269046502.2
1080231,4056150397,2921709908,48961078.26,169368673,543716000,408785573.8,125654507.2,5925583663,104233581.6,695279.82,7,2630352716,54815748.74,7,3108005484,897462763.2,176367896.5,240842620.5,10891314221,38711229.77,77230314.61,730259860,137274373.2,3337378224
985873,799911229.4,549283605.3,1479194.77,153764781.1,209011036.4,135249454.7,67000000,4116815253,26618976.48,16424544.18,7,-951188345.5,2253099.15,7,307535106.9,16782480.86,253712032.8,109600280.4,5282229738,8908631.82,37507463.71,4723477818,78906225.08,3380394118
3804323,137847895.7,111690638.4,1160688.87,94675222.68,490756847.6,62895962.64,53388499.06,1500783617,41188016.02,-1574768.99,7,-133929394.4,4925582.61,7,1134654253,2740509.67,-7320508.73,19552809.61,2420031464,19045077.16,21270090.08,1700000,58714848.26,271524832
482475,11211454404,7789754942,832597139.7,776293082.1,4136317426,118836851.7,5955100,10344783270,117395876.4,27780232.03,7,1980646677,998525904.5,7,9142288347,227360351,171340808.8,145722284.4,19491620922,615615225.6,666574794.9,9081734486,1072517484,355889552.3
230260,912620218.4,650437833,2818419.37,154685504.7,319275000,222314888.5,313700000,997860849.2,31043729.67,-9660824.43,7,350712432.9,37792958.63,7,1202346624,16707263.37,4565851.47,19552809.61,2932765819,100406066.1,9018535.04,211620918.8,114711692.5,134502986
2156774,4792337278,2930035666,9699180.61,762838565.5,2520571686,360288517.4,37548024.75,15458696600,48044357.31,85720510.74,7,3932292580,89379654.66,7,7432949877,211727468.1,1241477765,51322495.67,18149290725,391050184.1,53945490.71,890190219.4,79449941.72,11894950493
4087749,5011085319,2600927262,139022541.1,1000120544,8019868049,135705174.4,6040219.61,28685742842,1488608100,-5532994.85,7,3494650587,45711380.23,7,23983177990,780548.51,136560640.8,118185384.3,37449855965,19837139.7,64852270.31,620000000,46462352.72,25570979915
83621,966397216.6,856425420.7,56007002.47,76795473.15,463815820.8,33035032.64,441448507.5,825646746.3,28359949.55,-6565381.98,7,-173853972.7,38196902.16,7,674154954.3,9749936.08,366229487.7,26862911.21,4251015660,223187644.4,4850415.48,2713600000,26057457.67,347900313.2
2705618,1037957543,828878382.6,93009410.51,43506990.7,636700000,17289581.68,906412.63,1441572101,38570220.71,2193085.04,7,-70079350.55,25011123.92,7,1000219533,6110388.43,24773836.49,19552809.61,1986493780,91038634.07,7060703.23,2604293.38,18206462.53,657551577
3334929,4838024958,2954635511,24476122.89,275940140.5,4102041682,404221647.2,162363064.9,20110617886,238045621.2,19232846.51,7,6139091699,119142849.4,7,13342610918,133075862.9,748326284.1,117739455.6,25337499213,666989008,110641743.6,110000000,107555312.9,8762365605
1221364,13963722825,11444516131,720824688.4,948465249.6,10601451426,761420849.3,16110838.8,26436271621,444218727.9,255487114.9,7,4455813057,66641804.73,7,18474479333,195934383.7,2419819744,65033436.71,32358230877,613314086.5,9156753.88,367926006.8,152927384,18760872122
4226151,2900686684,1997631333,103540803.5,204439439.6,944545000,173426993.6,80973119.84,3243075882,139858444.9,111587608.5,7,1684145997,2485888.74,7,1685080662,16406025.44,412058560.8,135391372.4,4347903781,192292552.4,6634814,153683803.2,193557395.9,1013679004
4423449,242774000,33974000,22036459.87,111264035.2,1000000,117816481.4,42645000,4819645958,114020840.5,16310000,7,1338784082,25750000,7,2267892271,7852564.08,624735318.4,124431852.4,5782218103,92100240.43,391109929.2,776210692.2,128187965.2,9469788.04
2814749,863920273.4,817455610.8,15283012.31,22488468.1,230500000,49465256.24,2726482.34,599660471,1858000,-2107781.08,7,173002161.1,36429489.62,7,383221258.5,26876555.27,2323565.88,19552809.61,1239467352,25004352.44,3407214.962,205000000,3698138.44,183236849.3
3799857,3150404424,2347977153,61709727.42,593357306.3,2625489586,12560617.08,723431207.5,2363381284,230664928.7,111830455.8,7,1130922306,169322960.1,7,7549402024,39291298.89,825057950,454182104.6,10208205701,2075295088,256776157.6,917076741.8,149099867.8,518837035.6
2141369,213484095.8,167768592.2,10184328.34,120716891.4,110000,363145120.6,295655128.3,2966854815,31851715.28,-0.16,7,2343156301,3503139.48,7,1697331249,2458433.09,109999.84,124431852.4,6061648360,27867846.13,116882716,1002100000,1590375.75,4351579.63
385210,11988457548,7663332165,711362168.3,4578529206,14868174624,246744097.4,75811785.74,22002239801,53715056.42,73423172.71,7,5040901179,692190707.8,7,43343752329,370528097.9,1798634693,828239252.4,53062284910,4799643561,292708001.3,817907204.8,1461409154,12084391290
364305,3310871525,2968976707,9202197.27,1878994938,703275000,9714434.74,232903995.2,455475278.7,4029132.24,1910752.21,7,-78199383.82,114026677.7,7,4776279424,221231689.6,92782796.08,1045270655,5881496981,8901874.47,311057.5,522468713.9,28921446.91,99157138.29
2376428,1648829584,1007114118,15307.7,518053463.3,832391645.4,462040307.1,5240071869,986035323.8,62172876.02,37197203.26,7,2190296676,49712497.57,7,1803301320,27618002.73,38944800.14,252176482.5,8350635736,308811935.6,33794.7,1493104567,226313994.7,57103127.92
870445,1335920163,997127473.2,6418907.05,121003485.8,332491939.4,321768154.8,427170772.5,1571425145,1469910.08,1207363.37,7,1160559314,17316917.44,7,298073266.6,80336148.1,12813746.69,19552809.61,2888668821,52107998.64,12036478.97,463350888.1,12950594.96,287081307.4
3128230,67773374520,48230059674,9186829636,33709276819,79854035951,1463900788,10411.65,30376238769,1442119127,681171612.9,7,12985084207,4214509866,7,2.69E+11,677035892.5,24784079459,24463597815,3.22E+11,1.15E+11,910273409.7,5109130532,4342321055,4378064963
4856140,3659484108,2552658397,982082846.2,2211675092,5039739400,402376174.8,242052955.3,6903142316,288396700.7,-274739081.8,7,2816019292,260578645.5,7,20278030958,73179334.59,163599291.5,279958636.3,27521265712,9005880065,671727.58,178500000,617865977.9,2253355900
3360110,418864406.5,190757888,1991136.66,122168544.6,1844039817,112453944.9,4137332.83,374359899.1,2000000,5540179,7,512156409.5,5031998.99,7,1613370762,3198319.77,125725601.4,19552809.61,2713537312,37055969.8,45378897.91,115000000,183196152.4,3379499.65
3958794,3727926101,3345715273,51178989.16,1920897618,1843852981,112452706.1,12600000,5704258814,76043640.23,-111010909.1,7,-1169181270,74919352.57,7,7840081729,52087774.3,207535138.3,241941299,9234693138,248366655.1,11032444.73,345366360,76275140.6,3970574310
1725654,61049371313,44822872910,6004542893,31067671086,87007969488,571569758.3,167421181.1,35052815020,3001656968,301186808.8,7,12587055762,2568817864,7,2.57E+11,1038412082,24154357486,37992169924,3.08E+11,80106330379,673569903.6,6873768531,9358617281,4149445629
3622514,2219578463,1564336727,14081935.4,800756806.2,2595223178,773395307.2,520324016.4,16846679728,11356047.05,24594018.28,7,8161871167,57944089.72,7,5656864046,184281553.6,343827188,31568957.52,19133029367,516731952.1,2571126.54,2111708241,41131887.62,1861821924
213383,1020530162,661745911.8,8303198.12,182411705.2,416120.7,218031444.7,309140713,2016389973,105656935.5,6561002.352,7,1044695002,19218306.37,7,533727594.9,23058846.88,54638117.37,19552809.61,2665391450,10076420.29,8080600.79,114570703.5,6849829.98,962339381.2
3254462,5626823268,3900179395,36090472.42,745491990.1,50000000,968908092.2,33140824.23,14249519121,639470871.2,-32760.56,7,3448049740,10473851.21,7,9484685060,24730000,1322284.86,51322495.67,18986191019,251474265.9,1236395.73,1574559027,184189496.5,9873625633
3578030,1850660646,1863492414,459780754.8,336119482.4,3115500000,125783859.7,502349476.4,3821691257,74771012.76,12652717.41,7,112194145.7,24215534.38,7,4729588778,1326406.29,69406979.68,145258155.2,6054140345,1002764.11,15118767.41,381956877.4,14252618.32,2824403984
1527270,1901408714,1488680118,125609216.7,431243725.3,3777679830,30351919.86,111497763.3,4621317421,403351299.9,-40161792.62,7,-581857220.2,69806287.96,7,6844827095,50423229.01,637474880.8,492861934,12118205650,905195208.2,48411832.51,109300000,72569738.78,406028004.9
1076615,2403955879,2018182483,187078869.2,121836687.5,515128724.6,88133989.31,446322239.3,1029867221,4025586,6334124.33,7,528465720.5,159848289.1,7,854705449.1,23722015.11,53932078.61,26862911.21,2604454274,294880550,1032454.21,1043400000,15792727.77,481733793.8
4901757,3924284104,1477813649,568146379,250733577.6,2505095954,632248641.3,1467363500,3132349474,54786836.84,-22309800.86,7,4464837375,114032586.2,7,9467732327,4919557.32,300724439.1,228929894.7,17978081663,3424576755,87313933.13,90000000,623861326.1,908854484.9
4058941,3580387753,2573462531,24607332.99,75809360.4,1834120000,144095736.8,30400606.91,511023064.8,20003270.81,3648988.07,7,546399408.4,74411322.91,7,2024466986,3689051.2,89847748.12,259353220.3,4627101524,25098199.51,2635566.89,20644027,113886147,76282141.3
3445220,243872614.9,132879779.3,112927.56,163427555.9,301865306.6,55175068,1836338230,1819264384,26220959.79,-8117123.79,7,313575258.3,34111174.54,7,185250277.5,18373233.49,42869844.64,19552809.61,3195643400,237416.62,10324791.8,66960000,6471766.48,1468273465
470783,23620615287,19802896677,1111435775,25173908625,50727370029,272978729,5465899651,48098444435,709067162.5,261675737.8,7,9067970043,1572433436,7,1.91E+11,137788325.1,14053649823,23780226425,2.24E+11,49676106149,2239796223,781772570.7,5248007953,3567412382
2100279,1164257304,922261161.8,14226402,90370373.38,878909071.9,217466475.1,7754522.4,5131609970,131108745.9,901641.08,7,1029992583,29293001.47,7,2336934354,47440404.25,121747706.9,135796145.6,6544830239,118741208.5,35408055.37,597712.81,70246459.86,2603837029
994519,14063268311,10496666873,850793620.3,5768693529,21969078496,107197120.2,1996790117,2916794725,537681833.6,579437517.7,7,1926620456,346455204.4,7,41451018840,106450376.9,3532076184,696882923.9,47721460788,11780545465,25343960.12,5001432683,1145996893,62936892.8
3632254,884393996.7,360725718.6,2699896.99,1472454275,1316968254,160512195.6,114826715.5,7946851887,28000000,-289745974.3,7,-708997713.7,29544284.37,7,7337533610,7203444.39,115559046.9,332476845.2,8552836246,1396137.71,134848027.2,104193564.2,41370015.27,14628599.07
2756197,11077988721,9699949339,800536893.4,1195186954,5863440698,391194179.8,1108098912,11291856309,91594905.11,-103309325.5,7,1719088929,223409650.9,7,16773812773,500758437.9,3842963162,369674735.8,25473356455,3065785162,878359014.8,310351500,142387243.3,2981252540
4981352,656640531.6,576022478.5,10741583.23,156250520.1,190000000,54741800.57,279673643.5,977250377.9,59621607.93,-20590668.72,7,-99962341.12,15553180.67,7,401653919.1,24571741.45,401720272.5,19552809.61,2863561159,538327.38,6735306.046,769778000,49380179.44,266515997.6
4474996,2153672886,1660845494,9906692.31,134640088.9,950486391.3,294765104.4,513403333.8,1680711878,34246797.04,7456288.354,7,587176758.3,52439390.83,7,1001381253,123254501.2,67233162.49,32753249.32,4845531383,59992410.6,6462737.458,475497760,145676557.2,724145023.4
759076,2267603850,1223685208,1564342.76,241001741.3,1929600000,125596902.7,36714425.49,16533453504,139257291.7,62708797.88,7,1388554465,68090032.88,7,11846230769,39495874.8,733280106.4,87215605.45,18980246724,10167489.77,185161983.9,708478940.3,27415658.54,14262365626
1770303,5225532983,4056849617,681216176.9,2492015970,6139177676,295927651.6,27800390.56,1623127629,19937067.38,26835254.04,7,1189701354,122945664.2,7,14336562854,162403465.5,338706080,268310442.3,20273012522,2262485181,4810808.13,31693924.73,805643335.2,870561085.7
874870,578668995.1,555550076.6,677807.02,15774946.93,68323959.5,82726748.33,429929241,738792674.1,12155978.47,-2125755.68,7,-45541967.03,35917136.79,7,312417024.5,52919291.55,47988170.18,19552809.61,1124725160,5189638.26,4731932.812,240000000,1447439.11,402507834.8
3536030,184134893.8,161370899.1,2785985.42,117327723.8,845353000,196783187,501464575.7,1386211028,20324233.04,10291610.61,7,2062826088,863376,7,2522476278,1576059.86,314000891.4,123128069.9,5638870558,12183470.27,7996161.85,276793664,6431540.69,187975903.6
2867041,10176449579,7558533473,417016564.7,1301764322,16730633970,565781054.4,65039381.96,31398634604,882780606.5,68155800.3,7,4987326255,175012879.4,7,27698169893,153166154,1789278710,356980821.6,44533854391,395559597.2,74871027.5,40000,290071405.4,3114281713
2953396,1639825901,549167439.3,6990800,141274559.4,4616162820,874867403.1,10510085.42,8336359801,309676.11,1068655.8,7,4165264352,45388256.12,7,4398478826,42947958.49,163404440.4,322366711.9,11800822801,12636074.48,66034375,12000000,74801919.1,1371113672
488575,3394143162,2814380954,15467413.97,2261620767,5265563954,40524577.4,25600000,320769637.2,183161803.7,-24025182.8,7,581624041.8,214566606.2,7,14876123976,57059472.67,835279305,228929894.7,17690697005,6759730971,12210193.19,3567494495,144471269.3,159608052.9
3064065,1356564109,938365728.5,2530776.42,32040872.52,1410000000,24499326.51,264516151.9,7294004568,111572539.5,-3288695.95,7,-788363322,13520132.93,7,6698277082,5834444.8,33606461.85,222523171.4,9352754459,5516429.08,43466391.09,153121100,29277909.68,6889122215
2960347,1987581566,1264652751,45353051.32,257763536.3,1352000000,233606324,31732377.53,1952484704,89910371.04,-71113069.79,7,1642582387,112556042.1,7,7127381436,18020986.25,-149739582.4,284439844.6,12827173311,3244541386,186508438.9,729000000,-46876295.67,59427681.07
3968352,8454148014,6546775185,106682674.8,342944271.9,23983163676,98426246.14,70420303.97,35639946013,808505996.4,254278073.8,7,-414597895.3,112517893,7,31963950803,29814702.55,3258945753,176579836.8,42790793589,284367905.8,129639282.4,9800000,70450356.37,29956912426
3348151,15810756895,12590191388,499576259.8,1510518908,22867206785,988513505.2,1234083166,54940620189,1257952836,301003125.1,7,8870904381,14275635.14,7,26767812007,117731518.7,6305071387,311396324,60364977645,394181492,832679888.8,151626702.2,390406006.6,38011697634
4923268,2262975204,952322265.4,24922597.78,94776223.9,1048394625,490323433.3,264516151.9,7821428995,714062194.1,4597763.04,7,1951145259,10525303.34,7,5669632221,59584645.51,363138625.2,222523171.4,9054144240,174809029.4,1458858.72,134377962.2,74255787.44,6005643417
3931079,173901168.6,71750514.99,225864.34,37185728.28,2275052.64,371378064.8,4868217.72,1068658367,141506286.2,-2444.13,7,462814297.6,11888996.1,7,464093327.3,25921767.32,5753728.1,15853107.9,3257537702,18251922.76,1576999.39,2848330000,54750750.23,87907598.96
4841735,1282282705,519838762.5,9319748.43,173200686.7,635000000,64940033.27,810001200,274170003.2,14731329.87,-10680728.07,7,-769736759.3,65803317.49,7,5609549639,27500748.39,73887908.54,362085516.4,6905563841,3335706796,7281961.91,14700000,386264182.3,7689048.92
3206383,2670327894,2198538594,42450553.36,116481050.5,2212941687,362813956,562281003.2,6082158449,1201932672,-21352.87,7,1011203827,154934.35,7,2555557556,25553324.74,12778647.13,135796145.6,7351571314,7711114.4,92832797.66,3403350000,15362188.41,2988462157
2781102,12324895543,10440743344,180070260.8,721400139.3,3776606656,1114007789,3045650250,24094816012,122915729.1,-8672808.95,7,6853815693,99362345.93,7,24697305266,122522793,750574431.8,229888533.2,35548487463,61449806.66,48023128.53,16384150849,112502611.7,2189362152
21990,14154636130,13572009477,410273035.9,1003204844,4426682724,205085604.6,4239638145,5971246422,3692802.25,101569378.1,7,2023901818,49927200.36,7,5327538760,169640062.1,1037653567,157560176.6,9769503715,388874149.3,157946573.8,116839480.9,63736842.25,3295565848
915987,1105128356,830031842.6,89096762.53,143167558.2,1551741697,19814577.39,225718763.2,903446028.6,17757914.53,11357031.06,7,266139363.5,10311223,7,1962644780,4019310.79,205132585,23930600.6,3239508776,39841328.68,3731.75,23206658.77,50314209.77,19660336.94
3114107,1651980019,1274705441,23255349.01,4348546584,6493209161,309605086.3,22733866.35,5679940644,18710000,-70524550.78,7,1679421439,69677717.76,7,15379918185,22418925.65,77744198.53,269048413,19025004073,333929889.1,372182442.5,10000000,2077123368,851110536.1
1909517,5799939574,1953803155,30229111.99,38210841.94,793955300.1,24520769.97,42126744.69,8266327834,1345147684,217207888.6,7,2049581318,2340995055,7,3401081710,81054341.96,2252764548,231831165.7,12843258423,10616717.35,1685978547,2043337476,79835312.72,800807648.8
884903,9566158361,7206738065,4275872509,4691568695,9493941075,638385291.8,3728300,10222741048,61106427.24,75076970.18,7,6361562122,311312207.8,7,38708917110,64724876.46,1195233360,989746299.7,51077667216,11497594304,1077412891,2453028999,1088264455,973388164.8
